id,user,name,queue,applicationType,startedTime,finishedTime,elapsedTime,memorySeconds,vcoreSeconds
application_1713521642262_0075,hadoop,HIVE-35acfccb-9af4-4504-b528-b9251c313f96,default,TEZ,2024-04-20 10:00:47,2024-04-20 10:00:51,0.05251666666666666,47517,3
application_1713521642262_0076,hadoop,HIVE-f30242d6-f1b4-4dc7-a120-8a43f57f3b73,default,TEZ,2024-04-20 10:00:51,2024-04-20 10:01:14,0.37871666666666665,478705,39
application_1713521642262_0077,hadoop,HIVE-6adc7dcd-0a05-4a0a-87b7-211e7e9e66f8,default,TEZ,2024-04-20 14:50:37,2024-04-20 14:50:41,0.06045,52954,3
application_1713521642262_0078,hadoop,HIVE-4129c411-1a8d-4df4-9124-9e18176d4ded,default,TEZ,2024-04-20 14:50:52,2024-04-20 14:50:55,0.05606666666666667,48000,3
application_1713521642262_0071,hadoop,HIVE-9732b087-9cea-490a-acaf-5d386b2a16ad,default,TEZ,2024-04-20 08:13:53,2024-04-20 08:13:56,0.057416666666666664,50809,3
application_1713521642262_0072,hadoop,HIVE-ba0ffb56-e99f-41ee-80e0-6571dcdb9a5c,default,TEZ,2024-04-20 08:14:06,2024-04-20 08:14:10,0.05595000000000001,50553,3
application_1713521642262_0073,hadoop,HIVE-5d69f807-a934-4b97-bdd2-370c5b078f09,default,TEZ,2024-04-20 08:14:10,2024-04-20 08:14:32,0.3660833333333333,459160,36
application_1713521642262_0074,hadoop,HIVE-fc85f9e1-53cc-4c26-9952-36c331dd561f,default,TEZ,2024-04-20 10:00:34,2024-04-20 10:00:37,0.057833333333333334,51504,3
application_1713521642262_0083,hadoop,HIVE-3495458b-b906-436a-9607-f72284e17139,default,TEZ,2024-04-20 16:09:36,2024-04-20 16:09:40,0.05846666666666667,49284,3
application_1713521642262_0084,hadoop,HIVE-5bf76ffd-6e7f-48c7-844b-74ec3c397fc1,default,TEZ,2024-04-20 16:09:50,2024-04-20 16:09:53,0.05538333333333333,49933,3
application_1713521642262_0085,hadoop,HIVE-a1ae31b4-169e-4386-8b55-b0d1d71107f6,default,TEZ,2024-04-20 16:09:54,2024-04-20 16:10:17,0.38688333333333336,487842,39
application_1713521642262_0086,hadoop,HIVE-808cd987-dde3-447f-bda0-8df4ae02c793,default,TEZ,2024-04-20 17:36:45,2024-04-20 17:36:49,0.06013333333333334,54329,3
application_1713521642262_0079,hadoop,HIVE-5b79e38e-97af-4e88-9834-fcdaf6475141,default,TEZ,2024-04-20 14:50:56,2024-04-20 14:51:17,0.3470833333333333,432426,34
application_1713521642262_0080,hadoop,HIVE-cd805abe-37c9-47ea-9f1b-24f09acb5722,default,TEZ,2024-04-20 15:16:45,2024-04-20 15:16:49,0.05703333333333334,0,0
application_1713521642262_0081,hadoop,HIVE-fdfc329f-d066-414f-8d77-b29c1bc2a017,default,TEZ,2024-04-20 15:16:59,2024-04-20 15:17:02,0.051250000000000004,0,0
application_1713521642262_0082,hadoop,HIVE-74f4e036-53f6-4d31-b9b9-cabe15853454,default,TEZ,2024-04-20 15:17:03,2024-04-20 15:17:49,0.7729833333333332,482918,38
application_1713521642262_0059,hadoop,HIVE-a7f4ce1a-8df2-43cf-82ca-01d9be823ddc,default,TEZ,2024-04-20 05:38:24,2024-04-20 05:38:27,0.0569,51127,3
application_1713521642262_0060,hadoop,HIVE-f25361da-6628-4d4b-9d72-836a19228adc,default,TEZ,2024-04-20 05:38:38,2024-04-20 05:38:41,0.05338333333333333,48181,3
application_1713521642262_0061,hadoop,HIVE-1310aff2-e19a-4fec-83c0-d990145c3b73,default,TEZ,2024-04-20 05:38:41,2024-04-20 05:39:07,0.42456666666666665,522529,41
application_1713521642262_0062,hadoop,HIVE-8b12dfe9-a964-4b21-a487-839bf7dd4da2,default,TEZ,2024-04-20 06:00:31,2024-04-20 06:00:34,0.05716666666666667,0,0
application_1713521642262_0055,hadoop,HIVE-ab44bcef-49af-46e9-87dd-d3bbf1b8602c,default,TEZ,2024-04-20 04:01:20,2024-04-20 04:01:41,0.345,432161,34
application_1713521642262_0056,hadoop,HIVE-0cee2b2d-8ff9-4904-add8-b54b45be7892,default,TEZ,2024-04-20 05:00:59,2024-04-20 05:01:03,0.05831666666666667,51353,3
application_1713521642262_0057,hadoop,HIVE-d01b8741-1894-4a8e-be79-527be6869f9d,default,TEZ,2024-04-20 05:01:13,2024-04-20 05:01:16,0.0524,46354,3
application_1713521642262_0058,hadoop,HIVE-9d0b1489-e5bc-4558-8122-3aa8c1f1aca4,default,TEZ,2024-04-20 05:01:17,2024-04-20 05:01:38,0.34923333333333334,436112,34
application_1713521642262_0067,hadoop,HIVE-2d7a3e99-2fe1-48fb-a4c9-64e7218e4133,default,TEZ,2024-04-20 06:47:30,2024-04-20 07:09:05,21.570116666666667,546432,43
application_1713521642262_0068,hadoop,HIVE-37c25967-ff92-49d6-8ff5-e9cf8924d643,default,TEZ,2024-04-20 07:37:02,2024-04-20 07:37:05,0.050216666666666666,44738,2
application_1713521642262_0069,hadoop,HIVE-02621ca5-7842-48b9-b5c4-f56c35076dd3,default,TEZ,2024-04-20 07:37:16,2024-04-20 07:37:19,0.05363333333333333,47924,3
application_1713521642262_0070,hadoop,HIVE-cf925a90-332a-4c44-8e01-345feb31b995,default,TEZ,2024-04-20 07:37:19,2024-04-20 07:37:42,0.36775,459953,36
application_1713521642262_0063,hadoop,HIVE-e16f77c5-7d4b-4a43-a9a3-b394f45dbade,default,TEZ,2024-04-20 06:00:45,2024-04-20 06:00:48,0.0531,0,0
